id,name,email,address,city,state,country,date_added,total,modeofpay,order_id,sale hour,sale year,sale month,sale day
490,Jaishankar,jaishankar@gmail.com,45,Chennai,Tamil Nadu,India,21:42.6,600,credit,490,12,2020,6,12
491,Arul,arul@gmail.com,64,Salem,Tamil Nadu,India,23:17.6,32000,credit,491,12,2020,6,12
492,Chitra,chitra@gmail.com,59,Madurai,Tamil Nadu,India,24:24.8,290,credit,492,12,2020,6,12
493,Veena,veena@gmail.com,70,Madurai,Tamil Nadu,India,25:18.7,1800,credit,493,12,2020,6,12
494,Divya,divya@gmail.com,85,Thiruchi,Tamil Nadu,India,26:40.3,1440,credit,494,12,2020,6,12
495,Moses,moses@gmail.com,5,Madurai,Tamil Nadu,India,27:27.0,55,credit,495,12,2020,6,12
496,Susan,susan@gmail.com,5,Salem,Tamil Nadu,India,28:38.3,115,credit,496,12,2020,6,12
497,Maria,mariaa@gmail.com,87,Madurai,Tamil Nadu,India,29:58.4,1800,debit,497,12,2020,6,12
498,Salty ,saltyy@gmail.com,62,Salem,Tamil Nadu,India,31:01.4,4500,credit,498,12,2020,6,12
499,Nythan,nythn@gmail.com,4,Chennai,Tamil Nadu,India,32:24.3,1500,credit,499,12,2020,6,12
500,Ethan,ethan@gmail.com,781,Chennai,Tamil Nadu,India,33:28.5,450,credit,500,12,2020,6,12
501,Revathy,revathy@gmail.com,5,Chennai,Tamil Nadu,India,35:02.3,1405,credit,501,12,2020,6,12
502,Naresh,naresh@gmail.com,7,Chennai,Tamil Nadu,India,36:33.5,2040,credit,502,12,2020,6,12
503,Abi,abi@gmail.com,Soolai,Chennai,Tamil Nadu,India,41:28.7,230,credit,503,14,2020,6,12
504,Sophia,sophia@gmail.com,11,Thiruchi,Tamil Nadu,India,18:42.6,400,net banking,504,6,2020,6,13
505,Isabella,isa@gmail.com,65,Salem,Tamil Nadu,India,19:29.1,600,credit,505,6,2020,6,13
506,Emma,emma@gmail.com,73,Chennai,Tamil Nadu,India,20:15.5,19500,debit,506,6,2020,6,13
507,Olivia,olivia@gmail.com,61,Madurai,Tamil Nadu,India,21:09.5,115,net banking,507,6,2020,6,13
508,Ava,ava@gmail.com,71,Thirunelveli,Tamil Nadu,India,21:58.3,140,net banking,508,6,2020,6,13
509,Emily,emi@gmail.com,81,Madurai,Tamil Nadu,India,22:53.0,1500,debit,509,6,2020,6,13
510,Abigail,abig@gmail.com,74,Madurai,Tamil Nadu,India,23:57.4,1800,cash,510,6,2020,6,13
511,Madison,madi@gmail.com,71,Thiruchi,Tamil Nadu,India,24:49.7,1040,cash,511,6,2020,6,13
512,Mis,mia@gmail.com,10,Madurai,Tamil Nadu,India,25:43.4,12000,cash,512,6,2020,6,13
513,Chloe,chole@gmail.com,17,Thiruchi,Tamil Nadu,India,26:35.5,70,net banking,513,6,2020,6,13
514,Elizabeth,eliza@gmail.com,64,Chennai,Tamil Nadu,India,27:51.0,3500,cash,514,6,2020,6,13
515,Ella,ella@gmail.com,57,Salem,Tamil Nadu,India,28:58.6,1000,debit,515,6,2020,6,13
516,Addy,addy@gmail.com,45,Chennai,Tamil Nadu,India,30:37.1,1300,debit,516,6,2020,6,13
517,Natalie,natalie@gmail.com,6,Chennai,Tamil Nadu,India,32:39.1,115,debit,517,6,2020,6,13
518,Lilly,lilly@gnail.com,73,Chennai,Tamil Nadu,India,34:04.0,1040,credit,518,6,2020,6,13
519,Grace,grace@gmail.com,51,Thirunelveli,Tamil Nadu,India,35:20.3,90,net banking,519,6,2020,6,13
520,Samantha,sam@gmail.com,66,Thiruchi,Tamil Nadu,India,36:26.2,140,debit,520,6,2020,6,13
521,Aaravy,aaravy@gmail.com,12,Chennai,Tamil Nadu,India,37:31.9,18000,cash,521,6,2020,6,13
522,Shofi,shofi@gmail.com,7,Thiruchi,Tamil Nadu,India,38:47.6,1800,cash,522,6,2020,6,13
523,Abrey,abrey@gmail.com,12,Salem,Tamil Nadu,India,39:56.7,5300,credit,523,6,2020,6,13
524,Brookyln,brooky@gmail.com,84,Salem,Tamil Nadu,India,40:50.6,1400,cash,524,6,2020,6,13
525,Lillian,lillian@gmail.com,61,Chennai,Tamil Nadu,India,42:03.8,4500,debit,525,6,2020,6,13
526,Victoria,victoria@gmail.com,4,Salem,Tamil Nadu,India,43:46.6,2300,credit,526,6,2020,6,13
527,Evelyn,eve@gmail.com,65,,Tamil Nadu,India,45:47.1,1440,credit,527,6,2020,6,13
528,Evelyn,eve@gmail.com,65,,Tamil Nadu,India,45:48.9,1440,credit,528,6,2020,6,13
529,Hannah,hannah@gnail.com,4,Chennai,Tamil Nadu,India,47:39.8,70,credit,529,6,2020,6,13
530,Alexis,alecis@gmail.com,12,Thirunelveli,Tamil Nadu,India,49:32.0,55,credit,530,6,2020,6,13
531,Charls,charls@gmail.com,7,Salem,Tamil Nadu,India,51:48.2,1500,cash,531,6,2020,6,13
532,Zoey,zoey@gmail.com,74,Chennai,Tamil Nadu,India,52:56.0,70,cash,532,6,2020,6,13
533,Leena,leena@gmail.com,88,Thiruchi,Tamil Nadu,India,54:23.9,3000,credit,533,6,2020,6,13
534,Amelia,amelia@gmail.com,61,Thiruchi,Tamil Nadu,India,56:18.9,1800,credit,534,6,2020,6,13
535,Zeo,zeo@gmail.com,4,Salem,Tamil Nadu,India,09:55.8,55,debit,535,7,2020,6,13
536,Hailey,haily@gmaim.com,87,Thirunelveli,Tamil Nadu,India,10:48.0,19500,cash,536,7,2020,6,13
537,Laiya,laiya@gmail.com,5,Thiruchi,Tamil Nadu,India,11:47.6,1300,cash,537,7,2020,6,13
538,Gabriella,gabri@gmail.com,7,Chennai,Tamil Nadu,India,12:49.5,145,net banking,538,7,2020,6,13
539,Michael,mic@gmail.com,85,Chennai,Tamil Nadu,India,13:54.4,120,cash,539,7,2020,6,13
540,Luci,luci@gmail.com,70,Madurai,Tamil Nadu,India,14:51.0,1000,cash,540,7,2020,6,13
541,Alya,alya@gmail.com,12,Madurai,Tamil Nadu,India,15:45.1,280,debit,541,7,2020,6,13
542,Anni,anni@gmail.com,61,Madurai,Tamil Nadu,India,16:38.7,80,cash,542,7,2020,6,13
543,Zara,zara@gmail.com,7,Chennai,Tamil Nadu,India,17:34.1,3500,cash,543,7,2020,6,13
544,Allison,alli@gmail.com,5,Chennai,Tamil Nadu,India,18:25.1,600,credit,544,7,2020,6,13
545,Savana,savana@gmail.com,4,Thiruchi,Tamil Nadu,India,19:32.1,1400,cash,545,7,2020,6,13
546,Ashley,ashley@gmail.com,44,Madurai,Tamil Nadu,India,20:38.7,140,cash,546,7,2020,6,13
547,Audrey,audrey@gmail.com,9,Madurai,Tamil Nadu,India,21:31.6,800,cash,547,7,2020,6,13
548,Taylor,tylr@gmail.com,78,Chennai,Tamil Nadu,India,22:30.9,1800,cash,548,7,2020,6,13
549,Mosbi,mos@gmail.com,4,Salem,Tamil Nadu,India,23:25.4,4950,debit,549,7,2020,6,13
550,Aila,aila@gmIl.com,12,Chennai,Tamil Nadu,India,24:27.1,15000,cash,550,7,2020,6,13
551,Marshal,marshal@gmail.com,5,Salem,Tamil Nadu,India,25:20.7,2300,credit,551,7,2020,6,13
552,Camila,cami@gmail.com,12,Salem,Tamil Nadu,India,26:08.5,800,debit,552,7,2020,6,13
553,Khoel,khoel@gmail.com,63,Chennai,Tamil Nadu,India,27:16.0,1400,cash,553,7,2020,6,13
554,Barney,barney@gmail.com,61,Madurai,Tamil Nadu,India,28:10.7,80,credit,554,7,2020,6,13
555,veena,veena@mail.com,123,Chennai,Tamil Nadu,India,48:45.5,330,cash,555,10,2020,6,13
556,chitra,chitra@mail.com,147,Chennai,Tamil Nadu,India,50:34.1,290,cash,556,10,2020,6,13
557,chitra,chitra@mail.com,147,Chennai,Tamil Nadu,India,50:41.8,290,cash,557,10,2020,6,13
558,Sophia,sophia@gmail.com,4,Salem,Tamil Nadu,India,00:51.9,55,cash,558,12,2020,6,13
559,Arian,arian@gmail.com,70,Thirunelveli,Tamil Nadu,India,07:24.4,9000,credit,559,12,2020,6,13
560,Peyton,peyton@gmail.com,12,Thirunelveli,Tamil Nadu,India,19:27.8,80,cash,560,12,2020,6,13
561,Harper,harper@gmail.com,70,Thiruchi,Tamil Nadu,India,25:15.1,400,debit,561,12,2020,6,13
562,Alex,alex@gmail.com,700,Madurai,Tamil Nadu,India,26:17.2,1300,cash,562,12,2020,6,13
563,Revathy,rev@gmail.com,6,Salem,Tamil Nadu,India,21:11.1,70,cash,563,18,2020,6,13
564,Naresh,naresh@gmail.com,6,Thiruchi,Tamil Nadu,India,23:13.1,3000,net banking,564,18,2020,6,13
565,Veena,veena@gmail.com,5,Thiruchi,Tamil Nadu,India,24:14.5,1055,net banking,565,18,2020,6,13
566,Jaishankar,jai@gmail.com,12,Madurai,Tamil Nadu,India,25:26.8,18080,credit,566,18,2020,6,13
567,Karthick,kartk@gmail.com,5,Salem,Tamil Nadu,India,26:38.8,600,cash,567,18,2020,6,13
568,Arul,arulalan@gmail.com,7,Salem,Tamil Nadu,India,28:40.8,4400,debit,568,18,2020,6,13
569,Chitra,chitra@gmail.com,12,Chennai,Tamil Nadu,India,30:19.1,5300,cash,569,18,2020,6,13
570,Amudha,amudha@gmail.com,7,Thiruchi,Tamil Nadu,India,32:55.0,2400,credit,570,18,2020,6,13
571,Kannan,kannan@gmail.com,4,Chennai,Tamil Nadu,India,33:58.0,1565,net banking,571,18,2020,6,13
572,Sathish,sathish@gmail.com,4,Salem,Tamil Nadu,India,36:09.2,3600,net banking,572,18,2020,6,13
573,Divya,divya@gmail.com,5,Salem,Tamil Nadu,India,39:18.7,1300,credit,573,18,2020,6,13
574,Ankitha,ankitha@gmail.com,4,Salem,Tamil Nadu,India,41:28.1,1400,net banking,574,18,2020,6,13
575,Prajan,prajan@gmail.com,8,Madurai,Tamil Nadu,India,43:02.6,70,credit,575,18,2020,6,13
576,Latha,latha@gmail.com,61,Thiruchi,Tamil Nadu,India,44:48.2,115,debit,576,18,2020,6,13
577,Mala,mala@gmail.com,5,Chennai,Tamil Nadu,India,45:52.8,800,net banking,577,18,2020,6,13
578,Lucky,lucky@gmail.com,61,Chennai,Tamil Nadu,India,49:20.9,55,net banking,578,18,2020,6,13
579,Mack,mack@gmail.com,9,Chennai,Tamil Nadu,India,50:31.1,600,cash,579,18,2020,6,13
580,Stella,stella@gmail.com,51,Thiruchi,Tamil Nadu,India,51:24.1,3300,cash,580,18,2020,6,13
581,Jasmine,jasmn@gmail.com,71,Chennai,Tamil Nadu,India,52:38.8,2955,debit,581,18,2020,6,13
582,Morgan,morgan@gmail.com,61,Chennai,Tamil Nadu,India,53:46.4,1440,debit,582,18,2020,6,13
583,Alexandra,alexandra@gmail.com,73,Bangalore,Karnataka,India,55:05.4,1440,debit,583,18,2020,6,13
584,Trinity,trinity@gmail.com,61,Bangalore,Karnataka,India,56:00.3,3500,debit,584,18,2020,6,13
585,Molly,molly@gmail.com,4,Madurai,Tamil Nadu,India,57:04.9,130,net banking,585,18,2020,6,13
586,Madelyn,madelyn@gmail.com,38,Bangalore,Karnataka,India,58:00.8,2350,debit,586,18,2020,6,13
587,Scarlet,scarlet@gmail.com,6,Bangalore,Karnataka,India,58:57.9,90,net banking,587,18,2020,6,13
588,Andrea,andrea@gmail.com,69,Madurai,Tamil Nadu,India,59:59.1,2500,net banking,588,18,2020,6,13
589,Genesis,genesis@gmail.com,77,Bangalore,Karnataka,India,00:52.4,800,debit,589,19,2020,6,13
590,Eva,eva@gmail.com,76,Bangalore,Karnataka,India,01:56.8,540,debit,590,19,2020,6,13
591,Riana,riana@gmail.com,5,Chennai,Tamil Nadu,India,02:55.2,2000,cash,591,19,2020,6,13
592,Madelline,madelline@gmail.com,58,Chennai,Tamil Nadu,India,03:48.9,4950,net banking,592,19,2020,6,13
593,Brooke,brooke@gmail.com,65,Bangalore,Karnataka,India,05:07.7,240,debit,593,19,2020,6,13
594,Caroline,caroline@gmail.com,4,Bangalore,Karnataka,India,06:08.8,70,net banking,594,19,2020,6,13
595,Bailey,bailey@gmail.com,50,Bangalore,Karnataka,India,07:21.5,1840,cash,595,19,2020,6,13
596,Melanie,melanie@gmail.com,7,Bangalore,Karnataka,India,08:19.1,16500,cash,596,19,2020,6,13
597,Kennedy,kennedy@gmail.com,70,Madurai,Tamil Nadu,India,09:12.8,3600,debit,597,19,2020,6,13
598,Dessy,dessy@gmail.com,61,Madurai,Tamil Nadu,India,09:57.5,750,cash,598,19,2020,6,13
599,Mary,mary@gmail.com,12,Bangalore,Karnataka,India,10:56.9,1400,credit,599,19,2020,6,13
600,Nancy,nancy@gmail.com,12,Chennai,Tamil Nadu,India,11:54.0,1800,cash,600,19,2020,6,13
601,Lavan,lavan@gmail.com,21,Thiruchi,Tamil Nadu,India,13:20.3,215,credit,601,19,2020,6,13
602,Petia,petia@gmail.com,7,Bangalore,Karnataka,India,14:17.1,1430,debit,602,19,2020,6,13
603,Lydia,lydia@gmail.com,39,Thiruchi,Tamil Nadu,India,15:21.4,620,net banking,603,19,2020,6,13
604,Elsa,elsa@gmail.com,50,Madurai,Tamil Nadu,India,16:13.5,1550,credit,604,19,2020,6,13
605,Marshal,marshall@gmail.com,6,Bangalore,Karnataka,India,17:27.5,1000,net banking,605,19,2020,6,13
606,Albert,albert@gmail.com,8,Salem,Tamil Nadu,India,18:22.0,3500,credit,606,19,2020,6,13
607,Ted,ted@gmail.com,5,Chennai,Tamil Nadu,India,19:19.4,65,credit,607,19,2020,6,13
608,Adarshini,adar@gmail.com,85,Bangalore,Karnataka,India,21:44.0,2300,cash,608,22,2020,6,13
609,Aadya,aadya@gmail.com,61,Salem,Tamil Nadu,India,22:51.7,105,debit,609,22,2020,6,13
610,Aahana,aahana@gmail.com,12,Thiruchi,Tamil Nadu,India,24:04.8,3700,credit,610,22,2020,6,13
611,Aamaal,aamal@gmail.com,45,Bangalore,Karnataka,India,25:35.8,80,cash,611,22,2020,6,13
612,Anushalla,any@gmail.com,8,Bangalore,Karnataka,India,30:39.1,1500,cash,612,22,2020,6,13
613,Aparna,aparna@gmail.com,4,Bangalore,Karnataka,India,28:23.4,1400,cash,613,5,2020,6,14
614,Asha,asha@gmail.com,12,Salem,Tamil Nadu,India,29:31.1,4500,cash,614,5,2020,6,14
615,Akshara,akshara@gmail.com,8,Madurai,Tamil Nadu,India,30:39.5,855,cash,615,5,2020,6,14
616,Arshika,arshika@gmail.com,1,Madurai,Tamil Nadu,India,31:25.6,600,credit,616,5,2020,6,14
617,Alka,alka@gmail.com,61,Chennai,Tamil Nadu,India,32:41.1,1200,debit,617,5,2020,6,14
618,Benny,benny@gmail.com,7,Chennai,Tamil Nadu,India,33:36.9,75,credit,618,5,2020,6,14
619,Bairavi,bairavi@gmail.com,9,Madurai,Tamil Nadu,India,34:43.2,150,credit,619,5,2020,6,14
620,Bhavya,bhavya@gmail.com,95,Thirunelveli,Tamil Nadu,India,35:50.9,130,debit,620,5,2020,6,14
621,Nisha,nisha@gmail.com,12,Thirunelveli,Tamil Nadu,India,37:55.2,600,credit,621,5,2020,6,14
622,Bhanupriya,bhanu@gmail.com,70,Salem,Tamil Nadu,India,39:12.1,30000,debit,622,5,2020,6,14
623,Cavery,cavery@gmail.com,4,Madurai,Tamil Nadu,India,41:13.9,1400,debit,623,5,2020,6,14
624,Chitra,chitr@gmail.com,70,Chennai,Tamil Nadu,India,42:24.3,110,credit,624,5,2020,6,14
625,Chinna,chinna@gmail.com,7,Thirunelveli,Tamil Nadu,India,43:36.0,4750,debit,625,5,2020,6,14
626,Devi,devi@gmail.com,5,Madurai,Tamil Nadu,India,45:11.9,1900,cash,626,5,2020,6,14
627,Kala,kala@gmail.com,61,Salem,Tamil Nadu,India,46:46.4,2900,net banking,627,5,2020,6,14
628,Ali,ali@gmail.com,Chetpet,Chennai,Tamil Nadu,India,19:25.8,33490,cash,628,6,2020,6,14
629,Kala,kala@gmail.com,4,Madurai,Tamil Nadu,India,25:55.5,55,cash,632,9,2020,6,14
630,Depti,depti@gmail.com,4,Thirunelveli,Tamil Nadu,India,38:54.5,120,credit,633,9,2020,6,14
631,Driti,driti@gmail.com,70,Bangalore,Karnataka,India,39:46.9,1500,cash,634,9,2020,6,14
632,Dwani,dwani@gmail.com,70,Thiruchi,Tamil Nadu,India,40:32.4,3000,credit,635,9,2020,6,14
633,Deesha,deesha@gmail.com,70,Thiruchi,Tamil Nadu,India,42:02.0,1300,debit,636,9,2020,6,14
634,Deviga,deviga@gmail.com,76,Salem,Tamil Nadu,India,43:22.8,820,cash,637,9,2020,6,14
635,Deviga,deviga@gmail.com,7,Salem,Tamil Nadu,India,44:48.1,1600,credit,638,9,2020,6,14
636,Dhanvi,dhanvi@gmail.com,5,Madurai,Tamil Nadu,India,45:43.1,800,credit,639,9,2020,6,14
637,Dhivja,dhivja@gmail.com,70,Thirunelveli,Tamil Nadu,India,46:42.3,4500,net banking,640,9,2020,6,14
638,Ela,ela@gmail.com,5,Thirunelveli,Tamil Nadu,India,49:13.4,30,credit,641,9,2020,6,14
639,Ezhil,ezhil@gmail.com,4,Thirunelveli,Tamil Nadu,India,50:15.3,80,credit,642,9,2020,6,14
640,Elakya,elakya@gmail.com,45,Thiruchi,Tamil Nadu,India,51:06.8,800,credit,643,9,2020,6,14
641,Rajput,raj@gmail.com,70,Bangalore,Karnataka,India,54:47.7,4500,cash,644,9,2020,6,14
642,Sushant,sus@gmail.com,12,Chennai,Tamil Nadu,India,55:52.4,1000,debit,645,9,2020,6,14
643,Aadavan,aada@gmail.com,61,Thirunelveli,Tamil Nadu,India,57:12.3,55,cash,646,9,2020,6,14
644,Ashan,ash@gmail.com,61,Salem,Tamil Nadu,India,58:25.3,19500,credit,647,9,2020,6,14
645,Hanish,hani@gmail.com,7,Bangalore,Karnataka,India,59:26.8,80,debit,648,9,2020,6,14
646,Saswin,sas@gmail.com,5,Madurai,Tamil Nadu,India,00:20.3,1400,cash,649,10,2020,6,14
647,Sayuri,sayu@gmail.com,12,Salem,Tamil Nadu,India,02:17.0,45,net banking,650,10,2020,6,14
648,Alaka,ala@gmail.com,4,Thirunelveli,Tamil Nadu,India,03:19.7,4500,net banking,651,10,2020,6,14
649,Ezhil,ezh@gmail.com,7,Thirunelveli,Tamil Nadu,India,04:54.2,27000,cash,652,10,2020,6,14
650,Anjali,anju@gmail.com,61,Bangalore,Karnataka,India,06:12.8,600,net banking,653,10,2020,6,14
651,Desigan,desi@gmail.com,4,Thiruchi,Tamil Nadu,India,07:28.1,2500,cash,654,10,2020,6,14
652,Yashika,yas@gmail.com,12,Thirunelveli,Tamil Nadu,India,08:48.4,200,net banking,655,10,2020,6,14
653,Rithika,rithi@gmail.com,12,Salem,Tamil Nadu,India,09:58.3,120,cash,656,10,2020,6,14
654,Sandy,sandy@gmail.com,5,Salem,Tamil Nadu,India,11:01.7,15,debit,657,10,2020,6,14
655,Sylvia,syl@gnail.com,61,Salem,Tamil Nadu,India,11:55.1,1000,net banking,658,10,2020,6,14
656,Dora,dora@gmail.com,12,Thiruchi,Tamil Nadu,India,12:45.6,35,cash,659,10,2020,6,14
657,Dharshan,dharsha@gmail.com,70,Thirunelveli,Tamil Nadu,India,13:42.3,1500,debit,660,10,2020,6,14
658,Alan,alan@gmail.com,7,Madurai,Tamil Nadu,India,14:49.8,1440,credit,661,10,2020,6,14
659,Sathya,sathya@gmail.com,70,Thiruchi,Tamil Nadu,India,15:57.2,80,debit,662,10,2020,6,14
660,Ramba,ram@gmail.com,70,Thiruchi,Tamil Nadu,India,17:05.7,15000,debit,663,10,2020,6,14
661,Karthiyan,karthi@gmail.com,7,Madurai,Tamil Nadu,India,18:49.2,65,debit,664,10,2020,6,14
662,Oviya,ovi@gmail.com,5,Thiruchi,Tamil Nadu,India,22:01.8,15,net banking,665,10,2020,6,14
663,Sagar,sag@gmail.com,61,Salem,Tamil Nadu,India,23:24.4,55,debit,666,10,2020,6,14
664,Mahe,mahe@gmail.com,5,Chennai,Tamil Nadu,India,24:17.3,1500,debit,667,10,2020,6,14
665,Chinmai,chin@gmail.com,12,Thirunelveli,Tamil Nadu,India,25:11.5,45,net banking,668,10,2020,6,14
666,Sri,sri@gmail.com,61,Salem,Tamil Nadu,India,26:04.2,30,cash,669,10,2020,6,14
667,Mullai,mul@gmail.com,7,Thirunelveli,Tamil Nadu,India,27:32.4,200,debit,670,10,2020,6,14
668,Senthil,sen@gmail.com,4,Thirunelveli,Tamil Nadu,India,28:21.5,800,debit,671,10,2020,6,14
669,Kanna,kanna@gmail.com,5,Thiruchi,Tamil Nadu,India,29:48.2,25,cash,672,10,2020,6,14
670,Panner,panne@gmail.com,7,Thiruchi,Tamil Nadu,India,31:30.4,45,debit,673,10,2020,6,14
671,Pandi,pandi@gmail.com,70,Thiruchi,Tamil Nadu,India,32:33.7,40,cash,674,10,2020,6,14
672,Poorni,poorni@gmail.com,61,Salem,Tamil Nadu,India,33:51.4,3500,net banking,675,10,2020,6,14
673,Sowmya,sow@gmail.com,2,Thirunelveli,Tamil Nadu,India,05:37.1,600,credit,676,11,2020,6,14
674,Peter,peter@gmail.com,5,Thiruchi,Tamil Nadu,India,06:16.3,1300,credit,677,11,2020,6,14
675,Karthick,kartk@gmail.com,70,Bangalore,Karnataka,India,07:04.4,1800,credit,678,11,2020,6,14
676,Revathy,revathy@gmail.com,4,Bangalore,Karnataka,India,07:46.8,1440,debit,679,11,2020,6,14
677,Chitra,chitra@gmail.com,70,Bangalore,Karnataka,India,08:33.3,1000,net banking,680,11,2020,6,14
678,Reshwanth,reshwanth@gmail.com,12,Bangalore,Karnataka,India,09:32.2,105,net banking,681,11,2020,6,14
679,Kavin,kavin@gmail.com,61,Bangalore,Karnataka,India,10:22.6,1800,debit,682,11,2020,6,14
680,Manya,manya@gmail.com,5,Salem,Tamil Nadu,India,11:07.8,800,debit,683,11,2020,6,14
681,Loschi,lochi@gmail.com,12,Salem,Tamil Nadu,India,11:59.0,1500,credit,684,11,2020,6,14
682,Nythan,nyth@gmail.com,12,Bangalore,Karnataka,India,12:42.9,1400,debit,685,11,2020,6,14
683,Eathan,ethan@gmail.com,4,Chennai,Tamil Nadu,India,16:12.2,3615,credit,686,11,2020,6,14
684,Vicky,vicky@gmail.com,4,Chennai,Tamil Nadu,India,17:14.9,70,debit,687,11,2020,6,14
685,EVE,eve@gmail.com,4,Chennai,Tamil Nadu,India,18:01.0,1500,debit,688,11,2020,6,14
686,Veena,veena@gmail.com,7,Thirunelveli,Tamil Nadu,India,22:22.6,55,cash,689,11,2020,6,14
687,Chitra,chitra@gmail.com,7,Salem,Tamil Nadu,India,23:08.0,1300,debit,690,11,2020,6,14
688,Jaishankar,jaishankar@gmail.com,4,Thiruchi,Tamil Nadu,India,23:57.7,2300,cash,691,11,2020,6,14
689,Arul,arul@gmail.com,61,Thiruchi,Tamil Nadu,India,24:41.5,1400,debit,692,11,2020,6,14
690,Divya,divya@gmail.com,4,Bangalore,Karnataka,India,25:25.8,800,credit,693,11,2020,6,14
691,Revathy,revathy@gmail.com,7,Thiruchi,Tamil Nadu,India,26:38.4,140,cash,694,11,2020,6,14
692,Moses,moses@gmail.com,5,Thirunelveli,Tamil Nadu,India,27:53.2,80,cash,695,11,2020,6,14
693,Susan,susan@gmail.com,70,Bangalore,Karnataka,India,28:47.7,150,net banking,696,11,2020,6,14
694,Maria,maria@gmail.com,61,Thirunelveli,Tamil Nadu,India,29:31.5,600,cash,697,11,2020,6,14
695,Salty,salty@gmail.com,4,Salem,Tamil Nadu,India,30:18.1,90,cash,698,11,2020,6,14
696,Abi,abi@gmail.com,70,Thirunelveli,Tamil Nadu,India,30:57.0,800,cash,699,11,2020,6,14
697,Eswar,eswar@gmail.com,5,Thiruchi,Tamil Nadu,India,34:04.8,2400,credit,700,11,2020,6,14
698,Magesh,magesh@gmail.com,7,Salem,Tamil Nadu,India,36:20.8,4500,debit,701,11,2020,6,14
699,Sowmya,sow@gmail.com,12,Thirunelveli,Tamil Nadu,India,37:37.3,1300,net banking,702,11,2020,6,14
700,Naresh,naresh@gmail.com,5,Thirunelveli,Tamil Nadu,India,42:26.5,160,debit,703,11,2020,6,14
701,Sambavi,sambavi@gmail.com,61,Thirunelveli,Tamil Nadu,India,45:55.2,1500,cash,704,11,2020,6,14
702,Naythan,naythan@mail.com,777,Chennai,Tamil Nadu,India,57:14.8,34310,debit,705,3,2020,6,15
703,Naythan,naythan@mail.com,777,Chennai,Tamil Nadu,India,57:27.0,34310,debit,706,3,2020,6,15
704,ethan,ethan@mail.com,,,Tamil Nadu,India,14:48.6,800,debit,707,4,2020,6,15
